"V1"	"V2"	"complex"
"2149"	"GEMIN2"	"PRMT5"	"Anti-Sm protein complex"
"2150"	"GEMIN4"	"PRMT5"	"Anti-Sm protein complex"
"2151"	"PRMT5"	"SMN1"	"Anti-Sm protein complex"
"2152"	"PRMT5"	"SMN2"	"Anti-Sm protein complex"
"2153"	"DDX20"	"PRMT5"	"Anti-Sm protein complex"
"2154"	"CLNS1A"	"GEMIN2"	"Anti-Sm protein complex"
"2155"	"CLNS1A"	"GEMIN4"	"Anti-Sm protein complex"
"2156"	"CLNS1A"	"SMN1"	"Anti-Sm protein complex"
"2157"	"CLNS1A"	"SMN2"	"Anti-Sm protein complex"
"2158"	"CLNS1A"	"DDX20"	"Anti-Sm protein complex"
"2159"	"PRMT5"	"SNRPD2"	"20S methylosome and RG-containing Sm protein complex"
"2160"	"CLNS1A"	"SNRPD2"	"20S methylosome and RG-containing Sm protein complex"
"2161"	"CLNS1A"	"SNRPE"	"6S methyltransferase and RG-containing Sm proteins complex"
"2162"	"CLNS1A"	"SNRPF"	"6S methyltransferase and RG-containing Sm proteins complex"
"2163"	"CLNS1A"	"SNRPG"	"6S methyltransferase and RG-containing Sm proteins complex"
"2164"	"KLK3"	"SERPINA5"	"PCI-PSA-SCG2 complex"
"2165"	"SCG2"	"SERPINA5"	"PCI-PSA-SCG2 complex"
"2166"	"KLK3"	"SCG2"	"PCI-PSA-SCG2 complex"
"2167"	"ARHGAP17"	"PRKCI"	"RICH1-PAR3-aPKC polarity complex"
"2168"	"PARD3"	"PRKCI"	"RICH1-PAR3-aPKC polarity complex"
"2169"	"ARHGAP17"	"PARD3"	"RICH1-PAR3-aPKC polarity complex"
"2170"	"AMOT"	"MPDZ"	"RICH1/AMOT polarity complex, Flag-Amot precipitated"
"2171"	"MPDZ"	"MPP7"	"RICH1/AMOT polarity complex, Flag-Amot precipitated"
"2172"	"ARHGAP17"	"MPDZ"	"RICH1/AMOT polarity complex, Flag-Amot precipitated"
"2173"	"AMOTL1"	"MPDZ"	"RICH1/AMOT polarity complex, Flag-Amot precipitated"
"2174"	"MPDZ"	"MPP5"	"RICH1/AMOT polarity complex, Flag-Amot precipitated"
"2175"	"MPDZ"	"PATJ"	"RICH1/AMOT polarity complex, Flag-Amot precipitated"
"2176"	"AMOTL2"	"MPDZ"	"RICH1/AMOT polarity complex, Flag-Amot precipitated"
"2177"	"AMOT"	"MPP7"	"RICH1/AMOT polarity complex, Flag-Amot precipitated"
"2178"	"AMOT"	"AMOTL1"	"RICH1/AMOT polarity complex, Flag-Amot precipitated"
"2179"	"AMOT"	"AMOTL2"	"RICH1/AMOT polarity complex, Flag-Amot precipitated"
"2180"	"ARHGAP17"	"MPP7"	"RICH1/AMOT polarity complex, Flag-Amot precipitated"
"2181"	"AMOTL1"	"MPP7"	"RICH1/AMOT polarity complex, Flag-Amot precipitated"
"2182"	"MPP5"	"MPP7"	"RICH1/AMOT polarity complex, Flag-Amot precipitated"
"2183"	"MPP7"	"PATJ"	"RICH1/AMOT polarity complex, Flag-Amot precipitated"
"2184"	"AMOTL2"	"MPP7"	"RICH1/AMOT polarity complex, Flag-Amot precipitated"
"2185"	"AMOTL1"	"ARHGAP17"	"RICH1/AMOT polarity complex, Flag-Amot precipitated"
"2186"	"AMOTL2"	"ARHGAP17"	"RICH1/AMOT polarity complex, Flag-Amot precipitated"
"2187"	"AMOTL1"	"MPP5"	"RICH1/AMOT polarity complex, Flag-Amot precipitated"
"2188"	"AMOTL1"	"PATJ"	"RICH1/AMOT polarity complex, Flag-Amot precipitated"
"2189"	"AMOTL1"	"AMOTL2"	"RICH1/AMOT polarity complex, Flag-Amot precipitated"
"2190"	"AMOTL2"	"MPP5"	"RICH1/AMOT polarity complex, Flag-Amot precipitated"
"2191"	"AMOTL2"	"PATJ"	"RICH1/AMOT polarity complex, Flag-Amot precipitated"
"2192"	"DNMT1"	"PCNA"	"DNMT1-EHMT2-PCNA complex"
"2193"	"EHMT2"	"PCNA"	"DNMT1-EHMT2-PCNA complex"
"2194"	"DNMT1"	"EHMT2"	"DNMT1-EHMT2-PCNA complex"
"2195"	"MED19"	"MED22"	"TRAP-SMCC mediator complex"
"2196"	"MED1"	"MED19"	"TRAP-SMCC mediator complex"
"2197"	"MED19"	"MED25"	"TRAP-SMCC mediator complex"
"2198"	"MED19"	"MED8"	"TRAP-SMCC mediator complex"
"2199"	"MED18"	"MED19"	"TRAP-SMCC mediator complex"
"2200"	"MED19"	"MED4"	"TRAP-SMCC mediator complex"
"2201"	"MED17"	"MED19"	"TRAP-SMCC mediator complex"
"2202"	"MED19"	"MED29"	"TRAP-SMCC mediator complex"
"2203"	"MED11"	"MED19"	"TRAP-SMCC mediator complex"
"2204"	"MED1"	"MED22"	"TRAP-SMCC mediator complex"
"2205"	"MED22"	"MED25"	"TRAP-SMCC mediator complex"
"2206"	"MED22"	"MED8"	"TRAP-SMCC mediator complex"
"2207"	"MED18"	"MED22"	"TRAP-SMCC mediator complex"
"2208"	"MED22"	"MED4"	"TRAP-SMCC mediator complex"
"2209"	"MED17"	"MED22"	"TRAP-SMCC mediator complex"
"2210"	"MED22"	"MED29"	"TRAP-SMCC mediator complex"
"2211"	"MED11"	"MED22"	"TRAP-SMCC mediator complex"
"2212"	"MED1"	"MED18"	"TRAP-SMCC mediator complex"
"2213"	"MED1"	"MED29"	"TRAP-SMCC mediator complex"
"2214"	"MED1"	"MED11"	"TRAP-SMCC mediator complex"
"2215"	"MED18"	"MED25"	"TRAP-SMCC mediator complex"
"2216"	"MED25"	"MED29"	"TRAP-SMCC mediator complex"
"2217"	"MED11"	"MED25"	"TRAP-SMCC mediator complex"
"2218"	"MED18"	"MED8"	"TRAP-SMCC mediator complex"
"2219"	"MED29"	"MED8"	"TRAP-SMCC mediator complex"
"2220"	"MED11"	"MED8"	"TRAP-SMCC mediator complex"
"2221"	"MED18"	"MED4"	"TRAP-SMCC mediator complex"
"2222"	"MED17"	"MED18"	"TRAP-SMCC mediator complex"
"2223"	"MED18"	"MED29"	"TRAP-SMCC mediator complex"
"2224"	"MED11"	"MED18"	"TRAP-SMCC mediator complex"
"2225"	"MED29"	"MED4"	"TRAP-SMCC mediator complex"
"2226"	"MED11"	"MED4"	"TRAP-SMCC mediator complex"
"2227"	"MED17"	"MED29"	"TRAP-SMCC mediator complex"
"2228"	"MED11"	"MED17"	"TRAP-SMCC mediator complex"
"2229"	"MED11"	"MED29"	"TRAP-SMCC mediator complex"
"2230"	"BRCA2"	"KDM1A"	"BRAF53-BRCA2 complex"
"2231"	"BRCA2"	"HDAC1"	"BRAF53-BRCA2 complex"
"2232"	"BRCA2"	"HDAC2"	"BRAF53-BRCA2 complex"
"2233"	"BRCA2"	"PHF21A"	"BRAF53-BRCA2 complex"
"2234"	"BRCA2"	"HMG20B"	"BRAF53-BRCA2 complex"
"2235"	"BRCA2"	"RCOR1"	"BRAF53-BRCA2 complex"
"2236"	"STX6"	"VAMP3"	"SNARE complex (STX6, VAMP3, VAMP4, VAMP8)"
"2237"	"STX6"	"VAMP8"	"SNARE complex (STX6, VAMP3, VAMP4, VAMP8)"
"2238"	"STX16"	"VAMP3"	"SNARE complex (STX16, VAMP3, VAMP4)"
"2239"	"VAMP3"	"VTI1A"	"SNARE complex (STX6, VAMP3, VTI1A)"
"2240"	"ADRB1"	"PRKAR2A"	"PKA (RII-alpha and RII-beta)-AKAP5-ADRB1 complex"
"2241"	"ADRB1"	"AKAP5"	"PKA (RII-alpha and RII-beta)-AKAP5-ADRB1 complex"
"2242"	"ADRB1"	"PRKAR2B"	"PKA (RII-alpha and RII-beta)-AKAP5-ADRB1 complex"
"2243"	"AKAP5"	"PRKAR2B"	"PKA (RII-alpha and RII-beta)-AKAP5-ADRB1 complex"
"2244"	"MBD3"	"SIN3A"	"MTA2 complex"
"2245"	"KIF3B"	"PRKCI"	"KIF3A/B-PAR-3-aPKC-PAR-6 complex"
"2246"	"KIF3B"	"PARD3"	"KIF3A/B-PAR-3-aPKC-PAR-6 complex"
"2247"	"KIF3B"	"PARD6A"	"KIF3A/B-PAR-3-aPKC-PAR-6 complex"
"2248"	"KIF3A"	"KIF3B"	"KIF3A/B-PAR-3-aPKC-PAR-6 complex"
"2249"	"PARD6A"	"PRKCI"	"KIF3A/B-PAR-3-aPKC-PAR-6 complex"
"2250"	"KIF3A"	"PRKCI"	"KIF3A/B-PAR-3-aPKC-PAR-6 complex"
"2251"	"KIF3A"	"PARD3"	"KIF3A/B-PAR-3-aPKC-PAR-6 complex"
"2252"	"KIF3A"	"PARD6A"	"KIF3A/B-PAR-3-aPKC-PAR-6 complex"
"2253"	"CDK8"	"MED26"	"ARC92-Mediator complex"
"2254"	"MED16"	"MED25"	"ARC92-Mediator complex"
"2255"	"MED15"	"MED16"	"ARC92-Mediator complex"
"2256"	"MED18"	"MED7"	"CRSP-Mediator 2 complex"
"2257"	"MED14"	"MED18"	"CRSP-Mediator 2 complex"
"2258"	"MED18"	"MED24"	"CRSP-Mediator 2 complex"
"2259"	"MED18"	"MED6"	"CRSP-Mediator 2 complex"
"2260"	"MED15"	"MED18"	"CRSP-Mediator 2 complex"
"2261"	"MED18"	"MED23"	"CRSP-Mediator 2 complex"
"2262"	"MED16"	"MED18"	"CRSP-Mediator 2 complex"
"2263"	"MPP5"	"PARD3"	"PAR3-PAR6-PALS1 complex"
"2264"	"MPP5"	"PARD6A"	"PAR3-PAR6-PALS1 complex"
"2265"	"HNRNPC"	"SRPK1"	"Toposome"
"2266"	"SRPK1"	"TOP2A"	"Toposome"
"2267"	"DHX9"	"SRPK1"	"Toposome"
"2268"	"SRPK1"	"SSRP1"	"Toposome"
"2269"	"PRPF8"	"SRPK1"	"Toposome"
"2270"	"DDX21"	"SRPK1"	"Toposome"
"2271"	"CENPB"	"CENPC"	"CENP-A NAC complex"
"2272"	"CENPB"	"CENPU"	"CENP-A NAC complex"
"2273"	"CENPB"	"CENPT"	"CENP-A NAC complex"
"2274"	"CENPB"	"CENPN"	"CENP-A NAC complex"
"2275"	"CENPB"	"CENPH"	"CENP-A NAC complex"
"2276"	"CENPB"	"CENPM"	"CENP-A NAC complex"
"2277"	"ARHGEF7"	"SCRIB"	"SCRIB-GIT1-ARHGEF7 complex"
"2278"	"ARHGEF7"	"GIT1"	"SCRIB-GIT1-ARHGEF7 complex"
"2279"	"GIT1"	"SCRIB"	"SCRIB-GIT1-ARHGEF7 complex"
"2280"	"NEK9"	"SSRP1"	"FACT-NEK9 complex"
"2281"	"NEK9"	"SUPT16H"	"FACT-NEK9 complex"
"2282"	"CSNK2A2"	"SSRP1"	"FACT complex, UV-activated"
"2283"	"CSNK2A2"	"SUPT16H"	"FACT complex, UV-activated"
"2284"	"CSNK2B"	"SSRP1"	"FACT complex, UV-activated"
"2285"	"CSNK2B"	"SUPT16H"	"FACT complex, UV-activated"
"2286"	"CSNK2A1"	"SSRP1"	"FACT complex, UV-activated"
"2287"	"CSNK2A1"	"SUPT16H"	"FACT complex, UV-activated"
"2288"	"STX7"	"VPS11"	"Class C VPS complex (STX7, VPS11, VPS18)"
"2289"	"STX7"	"VPS18"	"Class C VPS complex (STX7, VPS11, VPS18)"
"2290"	"LLGL2"	"PRKCI"	"LLGL2-PAR-6B-PRKCI complex"
"2291"	"PARD6B"	"PRKCI"	"LLGL2-PAR-6B-PRKCI complex"
"2292"	"LLGL2"	"PARD6B"	"LLGL2-PAR-6B-PRKCI complex"
"2293"	"PARD3"	"PARD6B"	"PAR-3-PAR-6B-PRKCI complex"
"2294"	"LLGL1"	"PRKCI"	"LLGL1-PAR-6B-PRKCI complex"
"2295"	"LLGL1"	"PARD6B"	"LLGL1-PAR-6B-PRKCI complex"
"2296"	"GPAA1"	"PIGK"	"GAA1-GPI8-PIGT-PIG-PIGS complex"
"2297"	"GPAA1"	"PIGT"	"GAA1-GPI8-PIGT-PIG-PIGS complex"
"2298"	"GPAA1"	"PIGS"	"GAA1-GPI8-PIGT-PIG-PIGS complex"
"2299"	"GPAA1"	"PIGU"	"GAA1-GPI8-PIGT-PIG-PIGS complex"
"2300"	"KIN"	"PCNA"	"KIN17-PCNA-RPA70 complex"
"2301"	"KIN"	"RPA1"	"KIN17-PCNA-RPA70 complex"
"2302"	"PCNA"	"RPA1"	"KIN17-PCNA-RPA70 complex"
"2303"	"HNRNPA2B1"	"PDCD6"	"p23 protein complex"
"2304"	"PDCD6"	"PTGES3"	"p23 protein complex"
"2305"	"HNRNPA2B1"	"PTGES3"	"p23 protein complex"
"2306"	"POLA1"	"RFC4"	"RC complex (Replication competent complex)"
"2307"	"POLA1"	"RFC5"	"RC complex (Replication competent complex)"
"2308"	"POLA1"	"RFC3"	"RC complex (Replication competent complex)"
"2309"	"POLA1"	"POLA2"	"RC complex (Replication competent complex)"
"2310"	"CCNA2"	"RFC4"	"RC complex (Replication competent complex)"
"2311"	"CCNA2"	"RFC5"	"RC complex (Replication competent complex)"
"2312"	"CCNA2"	"RFC3"	"RC complex (Replication competent complex)"
"2313"	"CCNA2"	"POLA2"	"RC complex (Replication competent complex)"
"2314"	"CDK2"	"RFC4"	"RC complex (Replication competent complex)"
"2315"	"CDK2"	"RFC5"	"RC complex (Replication competent complex)"
"2316"	"CDK2"	"RFC3"	"RC complex (Replication competent complex)"
"2317"	"CDK2"	"POLA2"	"RC complex (Replication competent complex)"
"2318"	"POLA2"	"RFC4"	"RC complex (Replication competent complex)"
"2319"	"POLA2"	"RFC2"	"RC complex (Replication competent complex)"
"2320"	"POLA2"	"RFC1"	"RC complex (Replication competent complex)"
"2321"	"POLA2"	"RFC5"	"RC complex (Replication competent complex)"
"2322"	"POLA2"	"RFC3"	"RC complex (Replication competent complex)"
"2323"	"CDK1"	"PARP1"	"RC complex during G2/M-phase of cell cycle"
"2324"	"CDK1"	"POLA1"	"RC complex during G2/M-phase of cell cycle"
"2325"	"CDK1"	"TOP1"	"RC complex during G2/M-phase of cell cycle"
"2326"	"CDK1"	"RPA2"	"RC complex during G2/M-phase of cell cycle"
"2327"	"CDK1"	"RPA1"	"RC complex during G2/M-phase of cell cycle"
"2328"	"CDK1"	"POLD1"	"RC complex during G2/M-phase of cell cycle"
"2329"	"CDK1"	"RPA3"	"RC complex during G2/M-phase of cell cycle"
"2330"	"CDK1"	"RFC2"	"RC complex during G2/M-phase of cell cycle"
"2331"	"CDK1"	"RFC1"	"RC complex during G2/M-phase of cell cycle"
"2332"	"CDK1"	"POLE"	"RC complex during G2/M-phase of cell cycle"
"2333"	"CCNB1"	"PARP1"	"RC complex during G2/M-phase of cell cycle"
"2334"	"CCNB1"	"POLA1"	"RC complex during G2/M-phase of cell cycle"
"2335"	"CCNB1"	"TOP1"	"RC complex during G2/M-phase of cell cycle"
"2336"	"CCNB1"	"RPA2"	"RC complex during G2/M-phase of cell cycle"
"2337"	"CCNB1"	"RPA1"	"RC complex during G2/M-phase of cell cycle"
"2338"	"CCNB1"	"POLD1"	"RC complex during G2/M-phase of cell cycle"
"2339"	"CCNB1"	"RPA3"	"RC complex during G2/M-phase of cell cycle"
"2340"	"CCNB1"	"RFC2"	"RC complex during G2/M-phase of cell cycle"
"2341"	"CCNB1"	"RFC1"	"RC complex during G2/M-phase of cell cycle"
"2342"	"CCNB1"	"POLE"	"RC complex during G2/M-phase of cell cycle"
"2343"	"CDK7"	"GTF2H5"	"TFIIH transcription factor complex"
"2344"	"CCNH"	"GTF2H5"	"TFIIH transcription factor complex"
"2345"	"GTF2H5"	"MNAT1"	"TFIIH transcription factor complex"
"2346"	"ORC1"	"ORC5"	"ORC complex (origin recognition complex)"
"2347"	"ORC1"	"ORC4"	"ORC complex (origin recognition complex)"
"2348"	"ORC1"	"ORC2"	"ORC complex (origin recognition complex)"
"2349"	"ORC1"	"ORC3"	"ORC complex (origin recognition complex)"
"2350"	"ORC1"	"ORC6"	"ORC complex (origin recognition complex)"
"2351"	"ACTB"	"TJP1"	"Alpha-dystrobrevin-ZO-1-actin complex"
"2352"	"ACTB"	"DTNA"	"Alpha-dystrobrevin-ZO-1-actin complex"
"2353"	"DTNA"	"TJP1"	"Alpha-dystrobrevin-ZO-1-actin complex"
"2354"	"SNUPN"	"XPO1"	"RAN-SNUPN-XPO1 complex"
"2355"	"RAN"	"SNUPN"	"RAN-SNUPN-XPO1 complex"
"2356"	"FBXW11"	"RBX1"	"Ubiquitin E3 ligase (FBXW11, SKP1A, CUL1, RBX1)"
"2357"	"FBXW11"	"SKP1"	"Ubiquitin E3 ligase (FBXW11, SKP1A, CUL1, RBX1)"
"2358"	"CUL1"	"FBXW11"	"Ubiquitin E3 ligase (FBXW11, SKP1A, CUL1, RBX1)"
"2359"	"BCL3"	"ESR1"	"ESR1-RELA-BCL3-NCOA3 complex"
"2360"	"ESR1"	"RELA"	"ESR1-RELA-BCL3-NCOA3 complex"
"2361"	"ESR1"	"NCOA3"	"ESR1-RELA-BCL3-NCOA3 complex"
"2362"	"BCL3"	"RELA"	"ESR1-RELA-BCL3-NCOA3 complex"
"2363"	"BCL3"	"NCOA3"	"ESR1-RELA-BCL3-NCOA3 complex"
"2364"	"NCOA3"	"RELA"	"ESR1-RELA-BCL3-NCOA3 complex"
"2365"	"BCL2"	"CASP8"	"BAR-BCL2-CASP8 complex"
"2366"	"BCL2"	"BFAR"	"BAR-BCL2-CASP8 complex"
"2367"	"BFAR"	"CASP8"	"BAR-BCL2-CASP8 complex"
"2368"	"SNRPB"	"YBX1"	"12S U11 snRNP"
"2369"	"SNRNP35"	"SNRPB"	"12S U11 snRNP"
"2370"	"SNRPB"	"SRSF7"	"12S U11 snRNP"
"2371"	"SNRNP48"	"SNRPB"	"12S U11 snRNP"
"2372"	"PDCD7"	"SNRPB"	"12S U11 snRNP"
"2373"	"SNRPB"	"TOE1"	"12S U11 snRNP"
"2374"	"SNRNP25"	"SNRPB"	"12S U11 snRNP"
"2375"	"PRKRIP1"	"SNRPB"	"12S U11 snRNP"
"2376"	"SNRPE"	"YBX1"	"12S U11 snRNP"
"2377"	"SNRNP35"	"SNRPE"	"12S U11 snRNP"
"2378"	"SNRPE"	"SRSF7"	"12S U11 snRNP"
"2379"	"SNRNP48"	"SNRPE"	"12S U11 snRNP"
"2380"	"PDCD7"	"SNRPE"	"12S U11 snRNP"
"2381"	"SNRPE"	"TOE1"	"12S U11 snRNP"
"2382"	"SNRNP25"	"SNRPE"	"12S U11 snRNP"
"2383"	"PRKRIP1"	"SNRPE"	"12S U11 snRNP"
"2384"	"SNRPF"	"YBX1"	"12S U11 snRNP"
"2385"	"SNRNP35"	"SNRPF"	"12S U11 snRNP"
"2386"	"SNRPF"	"SRSF7"	"12S U11 snRNP"
"2387"	"SNRNP48"	"SNRPF"	"12S U11 snRNP"
"2388"	"PDCD7"	"SNRPF"	"12S U11 snRNP"
"2389"	"SNRPF"	"TOE1"	"12S U11 snRNP"
"2390"	"SNRNP25"	"SNRPF"	"12S U11 snRNP"
"2391"	"PRKRIP1"	"SNRPF"	"12S U11 snRNP"
"2392"	"SNRPG"	"YBX1"	"12S U11 snRNP"
"2393"	"SNRNP35"	"SNRPG"	"12S U11 snRNP"
"2394"	"SNRPG"	"SRSF7"	"12S U11 snRNP"
"2395"	"SNRNP48"	"SNRPG"	"12S U11 snRNP"
"2396"	"PDCD7"	"SNRPG"	"12S U11 snRNP"
"2397"	"SNRPG"	"TOE1"	"12S U11 snRNP"
"2398"	"SNRNP25"	"SNRPG"	"12S U11 snRNP"
"2399"	"PRKRIP1"	"SNRPG"	"12S U11 snRNP"
"2400"	"SNRPD1"	"YBX1"	"12S U11 snRNP"
"2401"	"SNRNP35"	"SNRPD1"	"12S U11 snRNP"
"2402"	"SNRPD1"	"SRSF7"	"12S U11 snRNP"
"2403"	"SNRNP48"	"SNRPD1"	"12S U11 snRNP"
"2404"	"PDCD7"	"SNRPD1"	"12S U11 snRNP"
"2405"	"SNRPD1"	"TOE1"	"12S U11 snRNP"
"2406"	"SNRNP25"	"SNRPD1"	"12S U11 snRNP"
"2407"	"PRKRIP1"	"SNRPD1"	"12S U11 snRNP"
"2408"	"SNRPD2"	"YBX1"	"12S U11 snRNP"
"2409"	"SNRNP35"	"SNRPD2"	"12S U11 snRNP"
"2410"	"SNRPD2"	"SRSF7"	"12S U11 snRNP"
"2411"	"SNRNP48"	"SNRPD2"	"12S U11 snRNP"
"2412"	"PDCD7"	"SNRPD2"	"12S U11 snRNP"
"2413"	"SNRPD2"	"TOE1"	"12S U11 snRNP"
"2414"	"SNRNP25"	"SNRPD2"	"12S U11 snRNP"
"2415"	"PRKRIP1"	"SNRPD2"	"12S U11 snRNP"
"2416"	"SNRPD3"	"YBX1"	"12S U11 snRNP"
"2417"	"SNRNP35"	"SNRPD3"	"12S U11 snRNP"
"2418"	"SNRPD3"	"SRSF7"	"12S U11 snRNP"
"2419"	"SNRNP48"	"SNRPD3"	"12S U11 snRNP"
"2420"	"PDCD7"	"SNRPD3"	"12S U11 snRNP"
"2421"	"SNRPD3"	"TOE1"	"12S U11 snRNP"
"2422"	"SNRNP25"	"SNRPD3"	"12S U11 snRNP"
"2423"	"PRKRIP1"	"SNRPD3"	"12S U11 snRNP"
"2424"	"SNRNP35"	"YBX1"	"12S U11 snRNP"
"2425"	"SRSF7"	"YBX1"	"12S U11 snRNP"
"2426"	"SNRNP48"	"YBX1"	"12S U11 snRNP"
"2427"	"PDCD7"	"YBX1"	"12S U11 snRNP"
"2428"	"TOE1"	"YBX1"	"12S U11 snRNP"
"2429"	"SNRNP25"	"YBX1"	"12S U11 snRNP"
"2430"	"PRKRIP1"	"YBX1"	"12S U11 snRNP"
"2431"	"SNRNP35"	"SRSF7"	"12S U11 snRNP"
"2432"	"SNRNP35"	"SNRNP48"	"12S U11 snRNP"
"2433"	"PDCD7"	"SNRNP35"	"12S U11 snRNP"
"2434"	"SNRNP35"	"TOE1"	"12S U11 snRNP"
"2435"	"SNRNP25"	"SNRNP35"	"12S U11 snRNP"
"2436"	"PRKRIP1"	"SNRNP35"	"12S U11 snRNP"
"2437"	"SNRNP48"	"SRSF7"	"12S U11 snRNP"
"2438"	"PDCD7"	"SRSF7"	"12S U11 snRNP"
"2439"	"SRSF7"	"TOE1"	"12S U11 snRNP"
"2440"	"SNRNP25"	"SRSF7"	"12S U11 snRNP"
"2441"	"PRKRIP1"	"SRSF7"	"12S U11 snRNP"
"2442"	"PDCD7"	"SNRNP48"	"12S U11 snRNP"
"2443"	"SNRNP48"	"TOE1"	"12S U11 snRNP"
"2444"	"SNRNP25"	"SNRNP48"	"12S U11 snRNP"
"2445"	"PRKRIP1"	"SNRNP48"	"12S U11 snRNP"
"2446"	"PDCD7"	"TOE1"	"12S U11 snRNP"
"2447"	"PDCD7"	"SNRNP25"	"12S U11 snRNP"
"2448"	"PDCD7"	"PRKRIP1"	"12S U11 snRNP"
"2449"	"SNRNP25"	"TOE1"	"12S U11 snRNP"
"2450"	"PRKRIP1"	"TOE1"	"12S U11 snRNP"
"2451"	"PRKRIP1"	"SNRNP25"	"12S U11 snRNP"
"2452"	"SNX2"	"SNX4"	"SNX complex (SNX1, SNX1a, SNX2, SNX4)"
"2453"	"SNX1"	"SNX4"	"SNX complex (SNX1, SNX1a, SNX2, SNX4)"
"2454"	"NEIL1"	"PDXK"	"DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1"
"2455"	"NEIL1"	"POLB"	"DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1"
"2456"	"NEIL1"	"XRCC1"	"DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1"
"2457"	"LIG3"	"NEIL1"	"DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1"
"2458"	"BIRC5"	"EVI5"	"BIRC5-AURKB-INCENP-EVI5 complex"
"2459"	"AURKB"	"BIRC5"	"BIRC5-AURKB-INCENP-EVI5 complex"
"2460"	"BIRC5"	"INCENP"	"BIRC5-AURKB-INCENP-EVI5 complex"
"2461"	"AURKB"	"EVI5"	"BIRC5-AURKB-INCENP-EVI5 complex"
"2462"	"EVI5"	"INCENP"	"BIRC5-AURKB-INCENP-EVI5 complex"
"2463"	"AURKB"	"INCENP"	"BIRC5-AURKB-INCENP-EVI5 complex"
"2464"	"LEPR"	"SNX2"	"SNX complex (SNX1, SNX1a, SNX2, SNX4, LEPR)"
"2465"	"LEPR"	"SNX4"	"SNX complex (SNX1, SNX1a, SNX2, SNX4, LEPR)"
"2466"	"LEPR"	"SNX1"	"SNX complex (SNX1, SNX1a, SNX2, SNX4, LEPR)"
"2467"	"PCNA"	"XRCC6"	"PCNA-KU antigen complex"
"2468"	"PCNA"	"XRCC5"	"PCNA-KU antigen complex"
"2469"	"INSR"	"SNX2"	"SNX complex (SNX1, SNX1a, SNX2, SNX4, INSR)"
"2470"	"INSR"	"SNX4"	"SNX complex (SNX1, SNX1a, SNX2, SNX4, INSR)"
"2471"	"INSR"	"SNX1"	"SNX complex (SNX1, SNX1a, SNX2, SNX4, INSR)"
"2472"	"ATP5MG"	"HSPD1"	"Frataxin complex"
"2473"	"ATP5MG"	"SDHA"	"Frataxin complex"
"2474"	"ATP5MG"	"HSPA9"	"Frataxin complex"
"2475"	"ATP5MG"	"FXN"	"Frataxin complex"
"2476"	"ATP5MG"	"LYRM4"	"Frataxin complex"
"2477"	"AFG3L2"	"ATP5MG"	"Frataxin complex"
"2478"	"HSPD1"	"SDHA"	"Frataxin complex"
"2479"	"HSPA9"	"HSPD1"	"Frataxin complex"
"2480"	"FXN"	"HSPD1"	"Frataxin complex"
"2481"	"HSPD1"	"LYRM4"	"Frataxin complex"
"2482"	"AFG3L2"	"HSPD1"	"Frataxin complex"
"2483"	"HSPA9"	"SDHA"	"Frataxin complex"
"2484"	"FXN"	"SDHA"	"Frataxin complex"
"2485"	"LYRM4"	"SDHA"	"Frataxin complex"
"2486"	"AFG3L2"	"SDHA"	"Frataxin complex"
"2487"	"FXN"	"HSPA9"	"Frataxin complex"
"2488"	"HSPA9"	"LYRM4"	"Frataxin complex"
"2489"	"AFG3L2"	"HSPA9"	"Frataxin complex"
"2490"	"FXN"	"LYRM4"	"Frataxin complex"
"2491"	"AFG3L2"	"FXN"	"Frataxin complex"
"2492"	"AFG3L2"	"LYRM4"	"Frataxin complex"
"2493"	"EGFR"	"SNX2"	"SNX complex (SNX1, SNX1a, SNX2, SNX4, EGFR)"
"2494"	"EGFR"	"SNX4"	"SNX complex (SNX1, SNX1a, SNX2, SNX4, EGFR)"
"2495"	"EGFR"	"SNX1"	"SNX complex (SNX1, SNX1a, SNX2, SNX4, EGFR)"
"2496"	"PDGFRA"	"SNX2"	"SNX complex (SNX1, SNX1a, SNX2, SNX4, PDGFRA)"
"2497"	"PDGFRA"	"SNX4"	"SNX complex (SNX1, SNX1a, SNX2, SNX4, PDGFRA)"
"2498"	"PDGFRA"	"SNX1"	"SNX complex (SNX1, SNX1a, SNX2, SNX4, PDGFRA)"
"2499"	"EIF3F"	"EIF3M"	"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)"
"2500"	"EIF3D"	"EIF3M"	"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)"
"2501"	"EIF3H"	"EIF3M"	"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)"
