"V1"	"V2"	"complex"
"10275"	"ITGB3BP"	"CENPS"	"CENP-A NAC-CAD complex"
"10276"	"ITGB3BP"	"CENPT"	"CENP-A NAC-CAD complex"
"10277"	"ITGB3BP"	"CENPN"	"CENP-A NAC-CAD complex"
"10278"	"ITGB3BP"	"CENPK"	"CENP-A NAC-CAD complex"
"10279"	"ITGB3BP"	"CENPO"	"CENP-A NAC-CAD complex"
"10280"	"ITGB3BP"	"CENPH"	"CENP-A NAC-CAD complex"
"10281"	"ITGB3BP"	"CENPM"	"CENP-A NAC-CAD complex"
"10282"	"CENPU"	"CENPP"	"CENP-A NAC-CAD complex"
"10283"	"CENPQ"	"CENPP"	"CENP-A NAC-CAD complex"
"10284"	"CENPP"	"CENPL"	"CENP-A NAC-CAD complex"
"10285"	"CENPS"	"CENPP"	"CENP-A NAC-CAD complex"
"10286"	"CENPT"	"CENPP"	"CENP-A NAC-CAD complex"
"10287"	"CENPP"	"CENPN"	"CENP-A NAC-CAD complex"
"10288"	"CENPP"	"CENPK"	"CENP-A NAC-CAD complex"
"10289"	"CENPP"	"CENPO"	"CENP-A NAC-CAD complex"
"10290"	"CENPP"	"CENPH"	"CENP-A NAC-CAD complex"
"10291"	"CENPP"	"CENPM"	"CENP-A NAC-CAD complex"
"10292"	"CENPU"	"CENPQ"	"CENP-A NAC-CAD complex"
"10293"	"CENPU"	"CENPL"	"CENP-A NAC-CAD complex"
"10294"	"CENPU"	"CENPS"	"CENP-A NAC-CAD complex"
"10297"	"CENPU"	"CENPK"	"CENP-A NAC-CAD complex"
"10298"	"CENPU"	"CENPO"	"CENP-A NAC-CAD complex"
"10301"	"CENPQ"	"CENPL"	"CENP-A NAC-CAD complex"
"10302"	"CENPS"	"CENPQ"	"CENP-A NAC-CAD complex"
"10303"	"CENPT"	"CENPQ"	"CENP-A NAC-CAD complex"
"10304"	"CENPQ"	"CENPN"	"CENP-A NAC-CAD complex"
"10305"	"CENPQ"	"CENPK"	"CENP-A NAC-CAD complex"
"10306"	"CENPQ"	"CENPO"	"CENP-A NAC-CAD complex"
"10307"	"CENPQ"	"CENPH"	"CENP-A NAC-CAD complex"
"10308"	"CENPQ"	"CENPM"	"CENP-A NAC-CAD complex"
"10309"	"CENPS"	"CENPL"	"CENP-A NAC-CAD complex"
"10310"	"CENPT"	"CENPL"	"CENP-A NAC-CAD complex"
"10311"	"CENPN"	"CENPL"	"CENP-A NAC-CAD complex"
"10312"	"CENPL"	"CENPK"	"CENP-A NAC-CAD complex"
"10313"	"CENPO"	"CENPL"	"CENP-A NAC-CAD complex"
"10314"	"CENPL"	"CENPH"	"CENP-A NAC-CAD complex"
"10315"	"CENPM"	"CENPL"	"CENP-A NAC-CAD complex"
"10316"	"CENPT"	"CENPS"	"CENP-A NAC-CAD complex"
"10317"	"CENPS"	"CENPN"	"CENP-A NAC-CAD complex"
"10318"	"CENPS"	"CENPK"	"CENP-A NAC-CAD complex"
"10319"	"CENPS"	"CENPO"	"CENP-A NAC-CAD complex"
"10320"	"CENPS"	"CENPH"	"CENP-A NAC-CAD complex"
"10321"	"CENPS"	"CENPM"	"CENP-A NAC-CAD complex"
"10323"	"CENPT"	"CENPK"	"CENP-A NAC-CAD complex"
"10324"	"CENPT"	"CENPO"	"CENP-A NAC-CAD complex"
"10327"	"CENPN"	"CENPK"	"CENP-A NAC-CAD complex"
"10328"	"CENPO"	"CENPN"	"CENP-A NAC-CAD complex"
"10331"	"CENPO"	"CENPK"	"CENP-A NAC-CAD complex"
"10332"	"CENPK"	"CENPH"	"CENP-A NAC-CAD complex"
"10333"	"CENPM"	"CENPK"	"CENP-A NAC-CAD complex"
"10334"	"CENPO"	"CENPH"	"CENP-A NAC-CAD complex"
"10335"	"CENPO"	"CENPM"	"CENP-A NAC-CAD complex"
"10337"	"PLRG1"	"BCAS2"	"CDC5L core complex"
"10338"	"PLRG1"	"HSPA8"	"CDC5L core complex"
"10339"	"PLRG1"	"GCN1"	"CDC5L core complex"
"10340"	"PLRG1"	"CDC5L"	"CDC5L core complex"
"10341"	"PRPF19"	"PLRG1"	"CDC5L core complex"
"10342"	"HSPA8"	"BCAS2"	"CDC5L core complex"
"10343"	"GCN1"	"BCAS2"	"CDC5L core complex"
"10344"	"CDC5L"	"BCAS2"	"CDC5L core complex"
"10345"	"PRPF19"	"BCAS2"	"CDC5L core complex"
"10346"	"HSPA8"	"GCN1"	"CDC5L core complex"
"10347"	"HSPA8"	"CDC5L"	"CDC5L core complex"
"10348"	"PRPF19"	"HSPA8"	"CDC5L core complex"
"10349"	"GCN1"	"CDC5L"	"CDC5L core complex"
"10350"	"PRPF19"	"GCN1"	"CDC5L core complex"
"10351"	"PRPF19"	"CDC5L"	"CDC5L core complex"
"10352"	"PIK3C2B"	"PIK3C2A"	"EGFR-containing signaling complex"
"10353"	"PIK3C2A"	"EGFR"	"EGFR-containing signaling complex"
"10354"	"PIK3C2A"	"ERBB2"	"EGFR-containing signaling complex"
"10355"	"PIK3C2B"	"EGFR"	"EGFR-containing signaling complex"
"10356"	"PIK3C2B"	"ERBB2"	"EGFR-containing signaling complex"
"10357"	"ERBB2"	"EGFR"	"EGFR-containing signaling complex"
"10358"	"CHMP2A"	"CHMP1B"	"ESCRT-III complex"
"10359"	"CHMP4C"	"CHMP2A"	"ESCRT-III complex"
"10360"	"CHMP6"	"CHMP2A"	"ESCRT-III complex"
"10361"	"CHMP4A"	"CHMP2A"	"ESCRT-III complex"
"10362"	"CHMP4B"	"CHMP2A"	"ESCRT-III complex"
"10363"	"CHMP2A"	"CHMP1A"	"ESCRT-III complex"
"10364"	"CHMP5"	"CHMP2A"	"ESCRT-III complex"
"10365"	"CHMP2B"	"CHMP2A"	"ESCRT-III complex"
"10366"	"CHMP3"	"CHMP2A"	"ESCRT-III complex"
"10367"	"CHMP4C"	"CHMP1B"	"ESCRT-III complex"
"10368"	"CHMP6"	"CHMP1B"	"ESCRT-III complex"
"10369"	"CHMP4A"	"CHMP1B"	"ESCRT-III complex"
"10370"	"CHMP4B"	"CHMP1B"	"ESCRT-III complex"
"10371"	"CHMP1B"	"CHMP1A"	"ESCRT-III complex"
"10372"	"CHMP5"	"CHMP1B"	"ESCRT-III complex"
"10373"	"CHMP2B"	"CHMP1B"	"ESCRT-III complex"
"10374"	"CHMP3"	"CHMP1B"	"ESCRT-III complex"
"10375"	"CHMP6"	"CHMP4C"	"ESCRT-III complex"
"10376"	"CHMP4C"	"CHMP4A"	"ESCRT-III complex"
"10377"	"CHMP4C"	"CHMP4B"	"ESCRT-III complex"
"10378"	"CHMP4C"	"CHMP1A"	"ESCRT-III complex"
"10379"	"CHMP5"	"CHMP4C"	"ESCRT-III complex"
"10380"	"CHMP4C"	"CHMP2B"	"ESCRT-III complex"
"10381"	"CHMP4C"	"CHMP3"	"ESCRT-III complex"
"10382"	"CHMP6"	"CHMP4A"	"ESCRT-III complex"
"10383"	"CHMP6"	"CHMP4B"	"ESCRT-III complex"
"10384"	"CHMP6"	"CHMP1A"	"ESCRT-III complex"
"10385"	"CHMP6"	"CHMP5"	"ESCRT-III complex"
"10386"	"CHMP6"	"CHMP2B"	"ESCRT-III complex"
"10387"	"CHMP6"	"CHMP3"	"ESCRT-III complex"
"10388"	"CHMP4B"	"CHMP4A"	"ESCRT-III complex"
"10389"	"CHMP4A"	"CHMP1A"	"ESCRT-III complex"
"10390"	"CHMP5"	"CHMP4A"	"ESCRT-III complex"
"10391"	"CHMP4A"	"CHMP2B"	"ESCRT-III complex"
"10392"	"CHMP4A"	"CHMP3"	"ESCRT-III complex"
"10393"	"CHMP4B"	"CHMP1A"	"ESCRT-III complex"
"10394"	"CHMP5"	"CHMP4B"	"ESCRT-III complex"
"10395"	"CHMP4B"	"CHMP2B"	"ESCRT-III complex"
"10396"	"CHMP4B"	"CHMP3"	"ESCRT-III complex"
"10397"	"CHMP5"	"CHMP1A"	"ESCRT-III complex"
"10398"	"CHMP2B"	"CHMP1A"	"ESCRT-III complex"
"10399"	"CHMP3"	"CHMP1A"	"ESCRT-III complex"
"10400"	"CHMP5"	"CHMP2B"	"ESCRT-III complex"
"10401"	"CHMP5"	"CHMP3"	"ESCRT-III complex"
"10402"	"CHMP3"	"CHMP2B"	"ESCRT-III complex"
"10403"	"VPS36"	"SNF8"	"ESCRT-II complex"
"10404"	"VPS36"	"VPS25"	"ESCRT-II complex"
"10405"	"VPS25"	"SNF8"	"ESCRT-II complex"
"10406"	"XRCC6"	"NBN"	"DNA double-strand break end-joining complex"
"10407"	"XRCC5"	"NBN"	"DNA double-strand break end-joining complex"
"10408"	"NBN"	"LIG4"	"DNA double-strand break end-joining complex"
"10410"	"XRCC4"	"NBN"	"DNA double-strand break end-joining complex"
"10413"	"XRCC6"	"LIG4"	"DNA double-strand break end-joining complex"
"10414"	"XRCC6"	"MRE11"	"DNA double-strand break end-joining complex"
"10415"	"XRCC6"	"XRCC4"	"DNA double-strand break end-joining complex"
"10416"	"XRCC6"	"RAD50"	"DNA double-strand break end-joining complex"
"10417"	"XRCC5"	"LIG4"	"DNA double-strand break end-joining complex"
"10418"	"XRCC5"	"MRE11"	"DNA double-strand break end-joining complex"
"10419"	"XRCC5"	"XRCC4"	"DNA double-strand break end-joining complex"
"10420"	"XRCC5"	"RAD50"	"DNA double-strand break end-joining complex"
"10421"	"MRE11"	"LIG4"	"DNA double-strand break end-joining complex"
"10423"	"RAD50"	"LIG4"	"DNA double-strand break end-joining complex"
"10424"	"XRCC4"	"MRE11"	"DNA double-strand break end-joining complex"
"10426"	"XRCC4"	"RAD50"	"DNA double-strand break end-joining complex"
"10427"	"SUPT5H"	"HTATSF1"	"RNA pol II containing coactivator complex Tat-SF"
"10428"	"SUPT5H"	"NCL"	"RNA pol II containing coactivator complex Tat-SF"
"10429"	"SUPT5H"	"POLR2A"	"RNA pol II containing coactivator complex Tat-SF"
"10430"	"SUPT5H"	"CDK9"	"RNA pol II containing coactivator complex Tat-SF"
"10431"	"NCL"	"HTATSF1"	"RNA pol II containing coactivator complex Tat-SF"
"10432"	"POLR2A"	"HTATSF1"	"RNA pol II containing coactivator complex Tat-SF"
"10433"	"HTATSF1"	"CDK9"	"RNA pol II containing coactivator complex Tat-SF"
"10434"	"POLR2A"	"NCL"	"RNA pol II containing coactivator complex Tat-SF"
"10435"	"NCL"	"CDK9"	"RNA pol II containing coactivator complex Tat-SF"
"10436"	"POLR2A"	"CDK9"	"RNA pol II containing coactivator complex Tat-SF"
"10437"	"VPS37C"	"TSG101"	"ESCRT-I complex"
"10438"	"VPS37C"	"VPS28"	"ESCRT-I complex"
"10439"	"VPS28"	"TSG101"	"ESCRT-I complex"
"10440"	"XRCC6"	"PARP1"	"Rap1 complex"
"10441"	"XRCC5"	"PARP1"	"Rap1 complex"
"10442"	"PARP1"	"MRE11"	"Rap1 complex"
"10443"	"TERF2"	"PARP1"	"Rap1 complex"
"10444"	"RAD50"	"PARP1"	"Rap1 complex"
"10445"	"TERF2IP"	"PARP1"	"Rap1 complex"
"10448"	"XRCC6"	"TERF2"	"Rap1 complex"
"10450"	"XRCC6"	"TERF2IP"	"Rap1 complex"
"10452"	"XRCC5"	"TERF2"	"Rap1 complex"
"10454"	"XRCC5"	"TERF2IP"	"Rap1 complex"
"10457"	"TERF2IP"	"MRE11"	"Rap1 complex"
"10460"	"TERF2IP"	"RAD50"	"Rap1 complex"
"10461"	"GJB3"	"E2F6"	"E2F-6 complex"
"10462"	"MAX"	"E2F6"	"E2F-6 complex"
"10463"	"RING1"	"E2F6"	"E2F-6 complex"
"10464"	"TFDP1"	"E2F6"	"E2F-6 complex"
"10465"	"MGA"	"E2F6"	"E2F-6 complex"
"10466"	"YAF2"	"E2F6"	"E2F-6 complex"
"10467"	"L3MBTL2"	"E2F6"	"E2F-6 complex"
"10468"	"EHMT2"	"E2F6"	"E2F-6 complex"
"10469"	"RNF2"	"E2F6"	"E2F-6 complex"
"10470"	"PCGF6"	"E2F6"	"E2F-6 complex"
"10471"	"EHMT1"	"E2F6"	"E2F-6 complex"
"10472"	"MAX"	"GJB3"	"E2F-6 complex"
"10473"	"RING1"	"GJB3"	"E2F-6 complex"
"10474"	"TFDP1"	"GJB3"	"E2F-6 complex"
"10475"	"MGA"	"GJB3"	"E2F-6 complex"
"10476"	"YAF2"	"GJB3"	"E2F-6 complex"
"10477"	"L3MBTL2"	"GJB3"	"E2F-6 complex"
"10478"	"GJB3"	"EHMT2"	"E2F-6 complex"
"10479"	"RNF2"	"GJB3"	"E2F-6 complex"
"10480"	"PCGF6"	"GJB3"	"E2F-6 complex"
"10481"	"GJB3"	"EHMT1"	"E2F-6 complex"
"10482"	"RING1"	"MAX"	"E2F-6 complex"
"10483"	"TFDP1"	"MAX"	"E2F-6 complex"
"10484"	"MGA"	"MAX"	"E2F-6 complex"
"10485"	"YAF2"	"MAX"	"E2F-6 complex"
"10486"	"MAX"	"L3MBTL2"	"E2F-6 complex"
"10487"	"MAX"	"EHMT2"	"E2F-6 complex"
"10488"	"RNF2"	"MAX"	"E2F-6 complex"
"10489"	"PCGF6"	"MAX"	"E2F-6 complex"
"10490"	"MAX"	"EHMT1"	"E2F-6 complex"
"10491"	"TFDP1"	"RING1"	"E2F-6 complex"
"10492"	"RING1"	"MGA"	"E2F-6 complex"
"10493"	"YAF2"	"RING1"	"E2F-6 complex"
"10494"	"RING1"	"L3MBTL2"	"E2F-6 complex"
"10495"	"RING1"	"EHMT2"	"E2F-6 complex"
"10497"	"RING1"	"PCGF6"	"E2F-6 complex"
"10498"	"RING1"	"EHMT1"	"E2F-6 complex"
"10499"	"TFDP1"	"MGA"	"E2F-6 complex"
"10500"	"YAF2"	"TFDP1"	"E2F-6 complex"
"10501"	"TFDP1"	"L3MBTL2"	"E2F-6 complex"
"10502"	"TFDP1"	"EHMT2"	"E2F-6 complex"
"10503"	"TFDP1"	"RNF2"	"E2F-6 complex"
"10504"	"TFDP1"	"PCGF6"	"E2F-6 complex"
"10505"	"TFDP1"	"EHMT1"	"E2F-6 complex"
"10506"	"YAF2"	"MGA"	"E2F-6 complex"
"10507"	"MGA"	"L3MBTL2"	"E2F-6 complex"
"10508"	"MGA"	"EHMT2"	"E2F-6 complex"
"10509"	"RNF2"	"MGA"	"E2F-6 complex"
"10510"	"PCGF6"	"MGA"	"E2F-6 complex"
"10511"	"MGA"	"EHMT1"	"E2F-6 complex"
"10512"	"YAF2"	"L3MBTL2"	"E2F-6 complex"
"10513"	"YAF2"	"EHMT2"	"E2F-6 complex"
"10514"	"YAF2"	"RNF2"	"E2F-6 complex"
"10515"	"YAF2"	"PCGF6"	"E2F-6 complex"
"10516"	"YAF2"	"EHMT1"	"E2F-6 complex"
"10517"	"L3MBTL2"	"EHMT2"	"E2F-6 complex"
"10518"	"RNF2"	"L3MBTL2"	"E2F-6 complex"
"10519"	"PCGF6"	"L3MBTL2"	"E2F-6 complex"
"10520"	"L3MBTL2"	"EHMT1"	"E2F-6 complex"
"10521"	"RNF2"	"EHMT2"	"E2F-6 complex"
"10522"	"PCGF6"	"EHMT2"	"E2F-6 complex"
"10524"	"RNF2"	"PCGF6"	"E2F-6 complex"
"10525"	"RNF2"	"EHMT1"	"E2F-6 complex"
"10526"	"PCGF6"	"EHMT1"	"E2F-6 complex"
"10533"	"RPN2"	"RPN1"	"Oligosaccharyltransferase complex (Stt3A variant)"
"10534"	"RPN1"	"DDOST"	"Oligosaccharyltransferase complex (Stt3A variant)"
"10535"	"STT3A"	"RPN1"	"Oligosaccharyltransferase complex (Stt3A variant)"
"10536"	"RPN1"	"DAD1"	"Oligosaccharyltransferase complex (Stt3A variant)"
"10537"	"RPN1"	"MAGT1"	"Oligosaccharyltransferase complex (Stt3A variant)"
"10538"	"RPN2"	"DDOST"	"Oligosaccharyltransferase complex (Stt3A variant)"
"10539"	"STT3A"	"RPN2"	"Oligosaccharyltransferase complex (Stt3A variant)"
"10540"	"RPN2"	"DAD1"	"Oligosaccharyltransferase complex (Stt3A variant)"
"10541"	"RPN2"	"MAGT1"	"Oligosaccharyltransferase complex (Stt3A variant)"
"10542"	"STT3A"	"DDOST"	"Oligosaccharyltransferase complex (Stt3A variant)"
"10543"	"DDOST"	"DAD1"	"Oligosaccharyltransferase complex (Stt3A variant)"
"10544"	"MAGT1"	"DDOST"	"Oligosaccharyltransferase complex (Stt3A variant)"
"10545"	"STT3A"	"DAD1"	"Oligosaccharyltransferase complex (Stt3A variant)"
"10546"	"STT3A"	"MAGT1"	"Oligosaccharyltransferase complex (Stt3A variant)"
"10547"	"MAGT1"	"DAD1"	"Oligosaccharyltransferase complex (Stt3A variant)"
"10551"	"TUSC3"	"RPN1"	"Oligosaccharyltransferase complex (Stt3B variant)"
"10552"	"STT3B"	"RPN1"	"Oligosaccharyltransferase complex (Stt3B variant)"
"10556"	"TUSC3"	"RPN2"	"Oligosaccharyltransferase complex (Stt3B variant)"
"10557"	"STT3B"	"RPN2"	"Oligosaccharyltransferase complex (Stt3B variant)"
"10560"	"TUSC3"	"DDOST"	"Oligosaccharyltransferase complex (Stt3B variant)"
"10561"	"STT3B"	"DDOST"	"Oligosaccharyltransferase complex (Stt3B variant)"
"10563"	"TUSC3"	"DAD1"	"Oligosaccharyltransferase complex (Stt3B variant)"
"10564"	"STT3B"	"DAD1"	"Oligosaccharyltransferase complex (Stt3B variant)"
"10566"	"TUSC3"	"STT3B"	"Oligosaccharyltransferase complex (Stt3B variant)"
"10567"	"TUSC3"	"MAGT1"	"Oligosaccharyltransferase complex (Stt3B variant)"
"10568"	"STT3B"	"MAGT1"	"Oligosaccharyltransferase complex (Stt3B variant)"
"10575"	"TNKS"	"TERF1"	"TRF1 telomere length regulation complex"
"10576"	"TNKS"	"TINF2"	"TRF1 telomere length regulation complex"
"10579"	"TERF1"	"RAD50"	"Rap1 complex"
"10589"	"RAD50"	"ACD"	"Rap1 complex"
"10590"	"TINF2"	"RAD50"	"Rap1 complex"
"10591"	"RAD50"	"POT1"	"Rap1 complex"
"10600"	"TNKS"	"TERF2"	"TRF-Rap1 complex I, 2MD"
"10602"	"TNKS"	"POT1"	"TRF-Rap1 complex I, 2MD"
"10603"	"TNKS"	"TERF2IP"	"TRF-Rap1 complex I, 2MD"
"10620"	"ARNT"	"AHR"	"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)"
"10621"	"RBX1"	"ARNT"	"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)"
"10622"	"TBL3"	"ARNT"	"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)"
"10623"	"CUL4B"	"ARNT"	"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)"
"10624"	"DDB1"	"ARNT"	"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)"
"10625"	"RBX1"	"AHR"	"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)"
"10626"	"TBL3"	"AHR"	"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)"
"10627"	"CUL4B"	"AHR"	"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)"
"10628"	"DDB1"	"AHR"	"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)"
"10629"	"TBL3"	"RBX1"	"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)"
"10632"	"TBL3"	"CUL4B"	"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)"
"10633"	"TBL3"	"DDB1"	"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)"
"10637"	"RBX1"	"DET1"	"Ubiquitin E3 ligase (DET1, DDB1, CUL4A, RBX1, COP1)"
"10638"	"RBX1"	"COP1"	"Ubiquitin E3 ligase (DET1, DDB1, CUL4A, RBX1, COP1)"
"10640"	"DET1"	"CUL4A"	"Ubiquitin E3 ligase (DET1, DDB1, CUL4A, RBX1, COP1)"
"10641"	"CUL4A"	"COP1"	"Ubiquitin E3 ligase (DET1, DDB1, CUL4A, RBX1, COP1)"
"10642"	"DET1"	"DDB1"	"Ubiquitin E3 ligase (DET1, DDB1, CUL4A, RBX1, COP1)"
"10643"	"DDB1"	"COP1"	"Ubiquitin E3 ligase (DET1, DDB1, CUL4A, RBX1, COP1)"
"10644"	"DET1"	"COP1"	"Ubiquitin E3 ligase (DET1, DDB1, CUL4A, RBX1, COP1)"
"10647"	"RBX1"	"FBXW7"	"Ubiquitin E3 ligase (FBXW7, CUL1, SKP1A, RBX1)"
"10649"	"SKP1"	"FBXW7"	"Ubiquitin E3 ligase (FBXW7, CUL1, SKP1A, RBX1)"
"10650"	"FBXW7"	"CUL1"	"Ubiquitin E3 ligase (FBXW7, CUL1, SKP1A, RBX1)"
"10652"	"TNKS2"	"TNKS"	"Tankyrin 1-tankyrin 2-TRF1 complex"
"10653"	"TNKS2"	"TERF1"	"Tankyrin 1-tankyrin 2-TRF1 complex"
"10658"	"TERF2"	"GTF2A1"	"TFIIA-TRF2 complex"
"10659"	"TERF2"	"GTF2A2"	"TFIIA-TRF2 complex"
"10660"	"SPOP"	"BMI1"	"Ubiquitin E3 ligase (BMI1, SPOP, CUL3)"
"10661"	"SPOP"	"CUL3"	"Ubiquitin E3 ligase (BMI1, SPOP, CUL3)"
"10662"	"CUL3"	"BMI1"	"Ubiquitin E3 ligase (BMI1, SPOP, CUL3)"
"10663"	"SPOP"	"MACROH2A1"	"Ubiquitin E3 ligase (H2AFY, SPOP, CUL3)"
"10665"	"MACROH2A1"	"CUL3"	"Ubiquitin E3 ligase (H2AFY, SPOP, CUL3)"
"10666"	"PARP1"	"NPM1"	"H2AX complex I"
"10667"	"NPM1"	"HSPA5"	"H2AX complex I"
"10668"	"NPM1"	"H2AX"	"H2AX complex I"
"10669"	"NPM1"	"CALR"	"H2AX complex I"
"10670"	"NPM1"	"DHX30"	"H2AX complex I"
"10671"	"NPM1"	"H2BU1"	"H2AX complex I"
"10672"	"PARP1"	"HSPA5"	"H2AX complex I"
"10673"	"PARP1"	"H2AX"	"H2AX complex I"
"10674"	"PARP1"	"CALR"	"H2AX complex I"
"10675"	"PARP1"	"DHX30"	"H2AX complex I"
"10676"	"PARP1"	"H2BU1"	"H2AX complex I"
"10677"	"HSPA5"	"H2AX"	"H2AX complex I"
"10678"	"HSPA5"	"CALR"	"H2AX complex I"
"10679"	"HSPA5"	"DHX30"	"H2AX complex I"
"10680"	"HSPA5"	"H2BU1"	"H2AX complex I"
"10681"	"H2AX"	"CALR"	"H2AX complex I"
"10682"	"H2AX"	"DHX30"	"H2AX complex I"
"10683"	"H2BU1"	"H2AX"	"H2AX complex I"
"10684"	"DHX30"	"CALR"	"H2AX complex I"
"10685"	"H2BU1"	"CALR"	"H2AX complex I"
"10686"	"H2BU1"	"DHX30"	"H2AX complex I"
"10688"	"VDR"	"ARID1A"	"WINAC complex"
"10691"	"TOP2B"	"ARID1A"	"WINAC complex"
"10693"	"CHAF1A"	"ARID1A"	"WINAC complex"
"10698"	"BAZ1B"	"ARID1A"	"WINAC complex"
"10699"	"SUPT16H"	"ARID1A"	"WINAC complex"
"10700"	"VDR"	"ACTL6A"	"WINAC complex"
"10703"	"TOP2B"	"ACTL6A"	"WINAC complex"
"10705"	"CHAF1A"	"ACTL6A"	"WINAC complex"
"10710"	"BAZ1B"	"ACTL6A"	"WINAC complex"
"10711"	"SUPT16H"	"ACTL6A"	"WINAC complex"
"10712"	"VDR"	"SMARCA2"	"WINAC complex"
"10713"	"VDR"	"SMARCA4"	"WINAC complex"
"10714"	"VDR"	"TOP2B"	"WINAC complex"
"10715"	"VDR"	"SMARCB1"	"WINAC complex"
"10716"	"VDR"	"CHAF1A"	"WINAC complex"
"10717"	"VDR"	"SMARCC2"	"WINAC complex"
"10718"	"VDR"	"SMARCC1"	"WINAC complex"
"10719"	"VDR"	"SMARCE1"	"WINAC complex"
"10720"	"VDR"	"SMARCD1"	"WINAC complex"
"10721"	"VDR"	"BAZ1B"	"WINAC complex"
"10722"	"VDR"	"SUPT16H"	"WINAC complex"
"10724"	"TOP2B"	"SMARCA2"	"WINAC complex"
"10726"	"SMARCA2"	"CHAF1A"	"WINAC complex"
"10731"	"SMARCA2"	"BAZ1B"	"WINAC complex"
"10732"	"SUPT16H"	"SMARCA2"	"WINAC complex"
"10733"	"TOP2B"	"SMARCA4"	"WINAC complex"
"10735"	"SMARCA4"	"CHAF1A"	"WINAC complex"
"10740"	"SMARCA4"	"BAZ1B"	"WINAC complex"
"10741"	"SUPT16H"	"SMARCA4"	"WINAC complex"
"10742"	"TOP2B"	"SMARCB1"	"WINAC complex"
"10743"	"TOP2B"	"CHAF1A"	"WINAC complex"
"10744"	"TOP2B"	"SMARCC2"	"WINAC complex"
"10745"	"TOP2B"	"SMARCC1"	"WINAC complex"
"10746"	"TOP2B"	"SMARCE1"	"WINAC complex"
"10747"	"TOP2B"	"SMARCD1"	"WINAC complex"
"10748"	"TOP2B"	"BAZ1B"	"WINAC complex"
"10749"	"TOP2B"	"SUPT16H"	"WINAC complex"
"10750"	"SMARCB1"	"CHAF1A"	"WINAC complex"
"10755"	"SMARCB1"	"BAZ1B"	"WINAC complex"
"10756"	"SUPT16H"	"SMARCB1"	"WINAC complex"
"10757"	"SMARCC2"	"CHAF1A"	"WINAC complex"
"10758"	"SMARCC1"	"CHAF1A"	"WINAC complex"
"10759"	"SMARCE1"	"CHAF1A"	"WINAC complex"
"10760"	"SMARCD1"	"CHAF1A"	"WINAC complex"
"10761"	"CHAF1A"	"BAZ1B"	"WINAC complex"
"10762"	"SUPT16H"	"CHAF1A"	"WINAC complex"
"10766"	"SMARCC2"	"BAZ1B"	"WINAC complex"
"10767"	"SUPT16H"	"SMARCC2"	"WINAC complex"
"10770"	"SMARCC1"	"BAZ1B"	"WINAC complex"
"10771"	"SUPT16H"	"SMARCC1"	"WINAC complex"
"10773"	"SMARCE1"	"BAZ1B"	"WINAC complex"
"10774"	"SUPT16H"	"SMARCE1"	"WINAC complex"
"10775"	"SMARCD1"	"BAZ1B"	"WINAC complex"
"10776"	"SUPT16H"	"SMARCD1"	"WINAC complex"
"10777"	"SUPT16H"	"BAZ1B"	"WINAC complex"
"10778"	"PRMT5"	"FBL"	"FIB-associated protein complex"
"10779"	"PRMT5"	"C1QBP"	"FIB-associated protein complex"
"10780"	"TUBA1A"	"PRMT5"	"FIB-associated protein complex"
"10781"	"PRMT5"	"PRMT1"	"FIB-associated protein complex"
"10782"	"TUBB1"	"PRMT5"	"FIB-associated protein complex"
"10783"	"FBL"	"C1QBP"	"FIB-associated protein complex"
"10784"	"TUBA1A"	"FBL"	"FIB-associated protein complex"
"10785"	"PRMT1"	"FBL"	"FIB-associated protein complex"
"10786"	"TUBB1"	"FBL"	"FIB-associated protein complex"
"10787"	"TUBA1A"	"C1QBP"	"FIB-associated protein complex"
"10788"	"PRMT1"	"C1QBP"	"FIB-associated protein complex"
"10789"	"TUBB1"	"C1QBP"	"FIB-associated protein complex"
"10790"	"TUBA1A"	"PRMT1"	"FIB-associated protein complex"
"10791"	"TUBB1"	"TUBA1A"	"FIB-associated protein complex"
"10792"	"TUBB1"	"PRMT1"	"FIB-associated protein complex"
"10793"	"SIN3A"	"REST"	"REST-CoREST-mSIN3A complex"
"10794"	"REST"	"RCOR1"	"REST-CoREST-mSIN3A complex"
"10869"	"MLLT1"	"ACTL6A"	"EBAFb complex"
"10877"	"SMARCA4"	"MLLT1"	"EBAFb complex"
"10885"	"SMARCB1"	"MLLT1"	"EBAFb complex"
