"V1"	"V2"	"complex"
"2905"	"MRPS5"	"MRPS15"	"mitochondrial ribosomal small subunit"
"2906"	"RPS18"	"MRPS15"	"mitochondrial ribosomal small subunit"
"2907"	"MRPS16"	"MRPS15"	"mitochondrial ribosomal small subunit"
"2908"	"MRPS35"	"MRPS10"	"mitochondrial ribosomal small subunit"
"2909"	"MRPS10"	"METTL17"	"mitochondrial ribosomal small subunit"
"2910"	"MRPS14"	"MRPS10"	"mitochondrial ribosomal small subunit"
"2911"	"MRPS7"	"MRPS10"	"mitochondrial ribosomal small subunit"
"2912"	"MRPS11"	"MRPS10"	"mitochondrial ribosomal small subunit"
"2913"	"MRPS6"	"MRPS10"	"mitochondrial ribosomal small subunit"
"2914"	"MRPS10"	"DAP3"	"mitochondrial ribosomal small subunit"
"2915"	"MRPS23"	"MRPS10"	"mitochondrial ribosomal small subunit"
"2916"	"PPME1"	"MRPS10"	"mitochondrial ribosomal small subunit"
"2917"	"MRPS18C"	"MRPS10"	"mitochondrial ribosomal small subunit"
"2918"	"MRPS5"	"MRPS10"	"mitochondrial ribosomal small subunit"
"2919"	"RPS18"	"MRPS10"	"mitochondrial ribosomal small subunit"
"2920"	"MRPS16"	"MRPS10"	"mitochondrial ribosomal small subunit"
"2921"	"MRPS35"	"METTL17"	"mitochondrial ribosomal small subunit"
"2922"	"MRPS35"	"MRPS14"	"mitochondrial ribosomal small subunit"
"2923"	"MRPS7"	"MRPS35"	"mitochondrial ribosomal small subunit"
"2924"	"MRPS35"	"MRPS11"	"mitochondrial ribosomal small subunit"
"2925"	"MRPS6"	"MRPS35"	"mitochondrial ribosomal small subunit"
"2926"	"MRPS35"	"DAP3"	"mitochondrial ribosomal small subunit"
"2927"	"MRPS35"	"MRPS23"	"mitochondrial ribosomal small subunit"
"2928"	"PPME1"	"MRPS35"	"mitochondrial ribosomal small subunit"
"2929"	"MRPS35"	"MRPS18C"	"mitochondrial ribosomal small subunit"
"2930"	"MRPS5"	"MRPS35"	"mitochondrial ribosomal small subunit"
"2931"	"RPS18"	"MRPS35"	"mitochondrial ribosomal small subunit"
"2932"	"MRPS35"	"MRPS16"	"mitochondrial ribosomal small subunit"
"2933"	"MRPS14"	"METTL17"	"mitochondrial ribosomal small subunit"
"2934"	"MRPS7"	"METTL17"	"mitochondrial ribosomal small subunit"
"2935"	"MRPS11"	"METTL17"	"mitochondrial ribosomal small subunit"
"2936"	"MRPS6"	"METTL17"	"mitochondrial ribosomal small subunit"
"2937"	"METTL17"	"DAP3"	"mitochondrial ribosomal small subunit"
"2938"	"MRPS23"	"METTL17"	"mitochondrial ribosomal small subunit"
"2939"	"PPME1"	"METTL17"	"mitochondrial ribosomal small subunit"
"2940"	"MRPS18C"	"METTL17"	"mitochondrial ribosomal small subunit"
"2941"	"MRPS5"	"METTL17"	"mitochondrial ribosomal small subunit"
"2942"	"RPS18"	"METTL17"	"mitochondrial ribosomal small subunit"
"2943"	"MRPS16"	"METTL17"	"mitochondrial ribosomal small subunit"
"2944"	"MRPS7"	"MRPS14"	"mitochondrial ribosomal small subunit"
"2945"	"MRPS14"	"MRPS11"	"mitochondrial ribosomal small subunit"
"2946"	"MRPS6"	"MRPS14"	"mitochondrial ribosomal small subunit"
"2947"	"MRPS14"	"DAP3"	"mitochondrial ribosomal small subunit"
"2948"	"MRPS23"	"MRPS14"	"mitochondrial ribosomal small subunit"
"2949"	"PPME1"	"MRPS14"	"mitochondrial ribosomal small subunit"
"2950"	"MRPS18C"	"MRPS14"	"mitochondrial ribosomal small subunit"
"2951"	"MRPS5"	"MRPS14"	"mitochondrial ribosomal small subunit"
"2952"	"RPS18"	"MRPS14"	"mitochondrial ribosomal small subunit"
"2953"	"MRPS16"	"MRPS14"	"mitochondrial ribosomal small subunit"
"2954"	"MRPS7"	"MRPS11"	"mitochondrial ribosomal small subunit"
"2955"	"MRPS7"	"MRPS6"	"mitochondrial ribosomal small subunit"
"2956"	"MRPS7"	"DAP3"	"mitochondrial ribosomal small subunit"
"2957"	"MRPS7"	"MRPS23"	"mitochondrial ribosomal small subunit"
"2958"	"PPME1"	"MRPS7"	"mitochondrial ribosomal small subunit"
"2959"	"MRPS7"	"MRPS18C"	"mitochondrial ribosomal small subunit"
"2960"	"MRPS7"	"MRPS5"	"mitochondrial ribosomal small subunit"
"2961"	"RPS18"	"MRPS7"	"mitochondrial ribosomal small subunit"
"2962"	"MRPS7"	"MRPS16"	"mitochondrial ribosomal small subunit"
"2963"	"MRPS6"	"MRPS11"	"mitochondrial ribosomal small subunit"
"2964"	"MRPS11"	"DAP3"	"mitochondrial ribosomal small subunit"
"2965"	"MRPS23"	"MRPS11"	"mitochondrial ribosomal small subunit"
"2966"	"PPME1"	"MRPS11"	"mitochondrial ribosomal small subunit"
"2967"	"MRPS18C"	"MRPS11"	"mitochondrial ribosomal small subunit"
"2968"	"MRPS5"	"MRPS11"	"mitochondrial ribosomal small subunit"
"2969"	"RPS18"	"MRPS11"	"mitochondrial ribosomal small subunit"
"2970"	"MRPS16"	"MRPS11"	"mitochondrial ribosomal small subunit"
"2971"	"MRPS6"	"DAP3"	"mitochondrial ribosomal small subunit"
"2972"	"MRPS6"	"MRPS23"	"mitochondrial ribosomal small subunit"
"2973"	"PPME1"	"MRPS6"	"mitochondrial ribosomal small subunit"
"2974"	"MRPS6"	"MRPS18C"	"mitochondrial ribosomal small subunit"
"2975"	"MRPS6"	"MRPS5"	"mitochondrial ribosomal small subunit"
"2976"	"RPS18"	"MRPS6"	"mitochondrial ribosomal small subunit"
"2977"	"MRPS6"	"MRPS16"	"mitochondrial ribosomal small subunit"
"2978"	"MRPS23"	"DAP3"	"mitochondrial ribosomal small subunit"
"2979"	"PPME1"	"DAP3"	"mitochondrial ribosomal small subunit"
"2980"	"MRPS18C"	"DAP3"	"mitochondrial ribosomal small subunit"
"2981"	"MRPS5"	"DAP3"	"mitochondrial ribosomal small subunit"
"2982"	"RPS18"	"DAP3"	"mitochondrial ribosomal small subunit"
"2983"	"MRPS16"	"DAP3"	"mitochondrial ribosomal small subunit"
"2984"	"PPME1"	"MRPS23"	"mitochondrial ribosomal small subunit"
"2985"	"MRPS23"	"MRPS18C"	"mitochondrial ribosomal small subunit"
"2986"	"MRPS5"	"MRPS23"	"mitochondrial ribosomal small subunit"
"2987"	"RPS18"	"MRPS23"	"mitochondrial ribosomal small subunit"
"2988"	"MRPS23"	"MRPS16"	"mitochondrial ribosomal small subunit"
"2989"	"PPME1"	"MRPS18C"	"mitochondrial ribosomal small subunit"
"2990"	"PPME1"	"MRPS5"	"mitochondrial ribosomal small subunit"
"2991"	"RPS18"	"PPME1"	"mitochondrial ribosomal small subunit"
"2992"	"PPME1"	"MRPS16"	"mitochondrial ribosomal small subunit"
"2993"	"MRPS5"	"MRPS18C"	"mitochondrial ribosomal small subunit"
"2994"	"RPS18"	"MRPS18C"	"mitochondrial ribosomal small subunit"
"2995"	"MRPS18C"	"MRPS16"	"mitochondrial ribosomal small subunit"
"2996"	"RPS18"	"MRPS5"	"mitochondrial ribosomal small subunit"
"2997"	"MRPS5"	"MRPS16"	"mitochondrial ribosomal small subunit"
"2998"	"RPS18"	"MRPS16"	"mitochondrial ribosomal small subunit"
"2999"	"SMARCA2"	"ACTR1B"	"RSC"
"3000"	"SMARCA2"	"HSPA5"	"RSC"
"3001"	"SMARCA2"	"HSPA8"	"RSC"
"3006"	"SMARCA2"	"ACTR1A"	"RSC"
"3007"	"SMARCA2"	"HSPA1A"	"RSC"
"3008"	"SMARCA2"	"HSPA6"	"RSC"
"3010"	"SMARCA2"	"HSPA1L"	"RSC"
"3012"	"SMARCD2"	"SMARCA2"	"RSC"
"3013"	"SMARCA2"	"HSPA13"	"RSC"
"3015"	"SMARCA2"	"HSPA2"	"RSC"
"3017"	"HSPA5"	"ACTR1B"	"RSC"
"3018"	"HSPA8"	"ACTR1B"	"RSC"
"3019"	"SMARCD3"	"ACTR1B"	"RSC"
"3020"	"SMARCA4"	"ACTR1B"	"RSC"
"3021"	"PBRM1"	"ACTR1B"	"RSC"
"3022"	"SMARCC2"	"ACTR1B"	"RSC"
"3023"	"ACTR1B"	"ACTR1A"	"RSC"
"3024"	"HSPA1A"	"ACTR1B"	"RSC"
"3025"	"HSPA6"	"ACTR1B"	"RSC"
"3026"	"SMARCB1"	"ACTR1B"	"RSC"
"3027"	"HSPA1L"	"ACTR1B"	"RSC"
"3028"	"SMARCC1"	"ACTR1B"	"RSC"
"3029"	"SMARCD2"	"ACTR1B"	"RSC"
"3030"	"HSPA13"	"ACTR1B"	"RSC"
"3031"	"ACTR1B"	"ACTL6A"	"RSC"
"3032"	"HSPA2"	"ACTR1B"	"RSC"
"3033"	"SMARCD1"	"ACTR1B"	"RSC"
"3034"	"HSPA8"	"HSPA5"	"RSC"
"3035"	"SMARCD3"	"HSPA5"	"RSC"
"3036"	"SMARCA4"	"HSPA5"	"RSC"
"3037"	"PBRM1"	"HSPA5"	"RSC"
"3038"	"SMARCC2"	"HSPA5"	"RSC"
"3039"	"HSPA5"	"ACTR1A"	"RSC"
"3040"	"HSPA5"	"HSPA1A"	"RSC"
"3041"	"HSPA6"	"HSPA5"	"RSC"
"3042"	"SMARCB1"	"HSPA5"	"RSC"
"3043"	"HSPA5"	"HSPA1L"	"RSC"
"3044"	"SMARCC1"	"HSPA5"	"RSC"
"3045"	"SMARCD2"	"HSPA5"	"RSC"
"3046"	"HSPA5"	"HSPA13"	"RSC"
"3047"	"HSPA5"	"ACTL6A"	"RSC"
"3048"	"HSPA5"	"HSPA2"	"RSC"
"3049"	"SMARCD1"	"HSPA5"	"RSC"
"3050"	"SMARCD3"	"HSPA8"	"RSC"
"3051"	"SMARCA4"	"HSPA8"	"RSC"
"3052"	"PBRM1"	"HSPA8"	"RSC"
"3053"	"SMARCC2"	"HSPA8"	"RSC"
"3054"	"HSPA8"	"ACTR1A"	"RSC"
"3055"	"HSPA8"	"HSPA1A"	"RSC"
"3056"	"HSPA8"	"HSPA6"	"RSC"
"3057"	"SMARCB1"	"HSPA8"	"RSC"
"3058"	"HSPA8"	"HSPA1L"	"RSC"
"3059"	"SMARCC1"	"HSPA8"	"RSC"
"3060"	"SMARCD2"	"HSPA8"	"RSC"
"3061"	"HSPA8"	"HSPA13"	"RSC"
"3062"	"HSPA8"	"ACTL6A"	"RSC"
"3063"	"HSPA8"	"HSPA2"	"RSC"
"3064"	"SMARCD1"	"HSPA8"	"RSC"
"3068"	"SMARCD3"	"ACTR1A"	"RSC"
"3069"	"SMARCD3"	"HSPA1A"	"RSC"
"3070"	"SMARCD3"	"HSPA6"	"RSC"
"3072"	"SMARCD3"	"HSPA1L"	"RSC"
"3074"	"SMARCD3"	"SMARCD2"	"RSC"
"3075"	"SMARCD3"	"HSPA13"	"RSC"
"3077"	"SMARCD3"	"HSPA2"	"RSC"
"3081"	"SMARCA4"	"ACTR1A"	"RSC"
"3082"	"SMARCA4"	"HSPA1A"	"RSC"
"3083"	"SMARCA4"	"HSPA6"	"RSC"
"3085"	"SMARCA4"	"HSPA1L"	"RSC"
"3087"	"SMARCD2"	"SMARCA4"	"RSC"
"3088"	"SMARCA4"	"HSPA13"	"RSC"
"3090"	"SMARCA4"	"HSPA2"	"RSC"
"3093"	"PBRM1"	"ACTR1A"	"RSC"
"3094"	"PBRM1"	"HSPA1A"	"RSC"
"3095"	"PBRM1"	"HSPA6"	"RSC"
"3097"	"PBRM1"	"HSPA1L"	"RSC"
"3099"	"SMARCD2"	"PBRM1"	"RSC"
"3100"	"PBRM1"	"HSPA13"	"RSC"
"3102"	"PBRM1"	"HSPA2"	"RSC"
"3104"	"SMARCC2"	"ACTR1A"	"RSC"
"3105"	"SMARCC2"	"HSPA1A"	"RSC"
"3106"	"SMARCC2"	"HSPA6"	"RSC"
"3108"	"SMARCC2"	"HSPA1L"	"RSC"
"3110"	"SMARCD2"	"SMARCC2"	"RSC"
"3111"	"SMARCC2"	"HSPA13"	"RSC"
"3113"	"SMARCC2"	"HSPA2"	"RSC"
"3115"	"HSPA1A"	"ACTR1A"	"RSC"
"3116"	"HSPA6"	"ACTR1A"	"RSC"
"3117"	"SMARCB1"	"ACTR1A"	"RSC"
"3118"	"HSPA1L"	"ACTR1A"	"RSC"
"3119"	"SMARCC1"	"ACTR1A"	"RSC"
"3120"	"SMARCD2"	"ACTR1A"	"RSC"
"3121"	"HSPA13"	"ACTR1A"	"RSC"
"3122"	"ACTR1A"	"ACTL6A"	"RSC"
"3123"	"HSPA2"	"ACTR1A"	"RSC"
"3124"	"SMARCD1"	"ACTR1A"	"RSC"
"3125"	"HSPA6"	"HSPA1A"	"RSC"
"3126"	"SMARCB1"	"HSPA1A"	"RSC"
"3127"	"HSPA1L"	"HSPA1A"	"RSC"
"3128"	"SMARCC1"	"HSPA1A"	"RSC"
"3129"	"SMARCD2"	"HSPA1A"	"RSC"
"3130"	"HSPA1A"	"HSPA13"	"RSC"
"3131"	"HSPA1A"	"ACTL6A"	"RSC"
"3132"	"HSPA2"	"HSPA1A"	"RSC"
"3133"	"SMARCD1"	"HSPA1A"	"RSC"
"3134"	"SMARCB1"	"HSPA6"	"RSC"
"3135"	"HSPA6"	"HSPA1L"	"RSC"
"3136"	"SMARCC1"	"HSPA6"	"RSC"
"3137"	"SMARCD2"	"HSPA6"	"RSC"
"3138"	"HSPA6"	"HSPA13"	"RSC"
"3139"	"HSPA6"	"ACTL6A"	"RSC"
"3140"	"HSPA6"	"HSPA2"	"RSC"
"3141"	"SMARCD1"	"HSPA6"	"RSC"
"3142"	"SMARCB1"	"HSPA1L"	"RSC"
"3144"	"SMARCD2"	"SMARCB1"	"RSC"
"3145"	"SMARCB1"	"HSPA13"	"RSC"
"3147"	"SMARCB1"	"HSPA2"	"RSC"
"3149"	"SMARCC1"	"HSPA1L"	"RSC"
"3150"	"SMARCD2"	"HSPA1L"	"RSC"
"3151"	"HSPA1L"	"HSPA13"	"RSC"
"3152"	"HSPA1L"	"ACTL6A"	"RSC"
"3153"	"HSPA2"	"HSPA1L"	"RSC"
"3154"	"SMARCD1"	"HSPA1L"	"RSC"
"3155"	"SMARCD2"	"SMARCC1"	"RSC"
"3156"	"SMARCC1"	"HSPA13"	"RSC"
"3158"	"SMARCC1"	"HSPA2"	"RSC"
"3160"	"SMARCD2"	"HSPA13"	"RSC"
"3161"	"SMARCD2"	"ACTL6A"	"RSC"
"3162"	"SMARCD2"	"HSPA2"	"RSC"
"3163"	"SMARCD2"	"SMARCD1"	"RSC"
"3164"	"HSPA13"	"ACTL6A"	"RSC"
"3165"	"HSPA2"	"HSPA13"	"RSC"
"3166"	"SMARCD1"	"HSPA13"	"RSC"
"3167"	"HSPA2"	"ACTL6A"	"RSC"
"3169"	"SMARCD1"	"HSPA2"	"RSC"
"3170"	"PARP1"	"NASP"	"H3.3 com"
"3171"	"RBBP7"	"PARP1"	"H3.3 com"
"3172"	"PARP1"	"ATRX"	"H3.3 com"
"3173"	"UBN1"	"PARP1"	"H3.3 com"
"3174"	"PRKDC"	"PARP1"	"H3.3 com"
"3175"	"PARP1"	"H4C16"	"H3.3 com"
"3176"	"PARP2"	"PARP1"	"H3.3 com"
"3177"	"PARP1"	"HIRA"	"H3.3 com"
"3178"	"PARP1"	"ASF1B"	"H3.3 com"
"3180"	"TOP2A"	"PARP1"	"H3.3 com"
"3181"	"PARP1"	"DAXX"	"H3.3 com"
"3182"	"PARP1"	"CABIN1"	"H3.3 com"
"3183"	"PARP1"	"HAT1"	"H3.3 com"
"3184"	"RBBP4"	"PARP1"	"H3.3 com"
"3185"	"PARP1"	"H3-3B"	"H3.3 com"
"3186"	"PARP1"	"ASF1A"	"H3.3 com"
"3187"	"PARP1"	"IPO4"	"H3.3 com"
"3188"	"RBBP7"	"NASP"	"H3.3 com"
"3189"	"NASP"	"ATRX"	"H3.3 com"
"3190"	"UBN1"	"NASP"	"H3.3 com"
"3191"	"PRKDC"	"NASP"	"H3.3 com"
"3192"	"NASP"	"H4C16"	"H3.3 com"
"3193"	"PARP2"	"NASP"	"H3.3 com"
"3194"	"NASP"	"HIRA"	"H3.3 com"
"3195"	"NASP"	"ASF1B"	"H3.3 com"
"3196"	"XRCC5"	"NASP"	"H3.3 com"
"3197"	"TOP2A"	"NASP"	"H3.3 com"
"3198"	"NASP"	"DAXX"	"H3.3 com"
"3199"	"NASP"	"CABIN1"	"H3.3 com"
"3200"	"NASP"	"HAT1"	"H3.3 com"
"3201"	"RBBP4"	"NASP"	"H3.3 com"
"3202"	"NASP"	"H3-3B"	"H3.3 com"
"3203"	"NASP"	"ASF1A"	"H3.3 com"
"3204"	"NASP"	"IPO4"	"H3.3 com"
"3205"	"RBBP7"	"ATRX"	"H3.3 com"
"3206"	"UBN1"	"RBBP7"	"H3.3 com"
"3207"	"RBBP7"	"PRKDC"	"H3.3 com"
"3208"	"RBBP7"	"H4C16"	"H3.3 com"
"3209"	"RBBP7"	"PARP2"	"H3.3 com"
"3210"	"RBBP7"	"HIRA"	"H3.3 com"
"3211"	"RBBP7"	"ASF1B"	"H3.3 com"
"3212"	"XRCC5"	"RBBP7"	"H3.3 com"
"3213"	"TOP2A"	"RBBP7"	"H3.3 com"
"3214"	"RBBP7"	"DAXX"	"H3.3 com"
"3215"	"RBBP7"	"CABIN1"	"H3.3 com"
"3216"	"RBBP7"	"HAT1"	"H3.3 com"
"3218"	"RBBP7"	"H3-3B"	"H3.3 com"
"3219"	"RBBP7"	"ASF1A"	"H3.3 com"
"3220"	"RBBP7"	"IPO4"	"H3.3 com"
"3221"	"UBN1"	"ATRX"	"H3.3 com"
"3222"	"PRKDC"	"ATRX"	"H3.3 com"
"3223"	"H4C16"	"ATRX"	"H3.3 com"
"3224"	"PARP2"	"ATRX"	"H3.3 com"
"3225"	"HIRA"	"ATRX"	"H3.3 com"
"3226"	"ATRX"	"ASF1B"	"H3.3 com"
"3227"	"XRCC5"	"ATRX"	"H3.3 com"
"3228"	"TOP2A"	"ATRX"	"H3.3 com"
"3229"	"DAXX"	"ATRX"	"H3.3 com"
"3230"	"CABIN1"	"ATRX"	"H3.3 com"
"3231"	"HAT1"	"ATRX"	"H3.3 com"
"3232"	"RBBP4"	"ATRX"	"H3.3 com"
"3233"	"H3-3B"	"ATRX"	"H3.3 com"
"3234"	"ATRX"	"ASF1A"	"H3.3 com"
"3235"	"IPO4"	"ATRX"	"H3.3 com"
"3236"	"UBN1"	"PRKDC"	"H3.3 com"
"3237"	"UBN1"	"H4C16"	"H3.3 com"
"3238"	"UBN1"	"PARP2"	"H3.3 com"
"3239"	"UBN1"	"HIRA"	"H3.3 com"
"3240"	"UBN1"	"ASF1B"	"H3.3 com"
"3241"	"XRCC5"	"UBN1"	"H3.3 com"
"3242"	"UBN1"	"TOP2A"	"H3.3 com"
"3243"	"UBN1"	"DAXX"	"H3.3 com"
"3244"	"UBN1"	"CABIN1"	"H3.3 com"
"3245"	"UBN1"	"HAT1"	"H3.3 com"
"3246"	"UBN1"	"RBBP4"	"H3.3 com"
"3247"	"UBN1"	"H3-3B"	"H3.3 com"
"3248"	"UBN1"	"ASF1A"	"H3.3 com"
"3249"	"UBN1"	"IPO4"	"H3.3 com"
"3250"	"PRKDC"	"H4C16"	"H3.3 com"
"3251"	"PRKDC"	"PARP2"	"H3.3 com"
"3252"	"PRKDC"	"HIRA"	"H3.3 com"
"3253"	"PRKDC"	"ASF1B"	"H3.3 com"
"3254"	"XRCC5"	"PRKDC"	"H3.3 com"
"3255"	"TOP2A"	"PRKDC"	"H3.3 com"
"3256"	"PRKDC"	"DAXX"	"H3.3 com"
"3257"	"PRKDC"	"CABIN1"	"H3.3 com"
"3258"	"PRKDC"	"HAT1"	"H3.3 com"
"3259"	"RBBP4"	"PRKDC"	"H3.3 com"
"3260"	"PRKDC"	"H3-3B"	"H3.3 com"
"3261"	"PRKDC"	"ASF1A"	"H3.3 com"
"3262"	"PRKDC"	"IPO4"	"H3.3 com"
"3263"	"PARP2"	"H4C16"	"H3.3 com"
"3264"	"HIRA"	"H4C16"	"H3.3 com"
"3265"	"H4C16"	"ASF1B"	"H3.3 com"
"3266"	"XRCC5"	"H4C16"	"H3.3 com"
"3267"	"TOP2A"	"H4C16"	"H3.3 com"
"3268"	"H4C16"	"DAXX"	"H3.3 com"
"3269"	"H4C16"	"CABIN1"	"H3.3 com"
"3270"	"HAT1"	"H4C16"	"H3.3 com"
"3271"	"RBBP4"	"H4C16"	"H3.3 com"
"3272"	"H4C16"	"H3-3B"	"H3.3 com"
"3273"	"H4C16"	"ASF1A"	"H3.3 com"
"3274"	"IPO4"	"H4C16"	"H3.3 com"
"3275"	"PARP2"	"HIRA"	"H3.3 com"
"3276"	"PARP2"	"ASF1B"	"H3.3 com"
"3277"	"XRCC5"	"PARP2"	"H3.3 com"
"3278"	"TOP2A"	"PARP2"	"H3.3 com"
"3279"	"PARP2"	"DAXX"	"H3.3 com"
"3280"	"PARP2"	"CABIN1"	"H3.3 com"
"3281"	"PARP2"	"HAT1"	"H3.3 com"
"3282"	"RBBP4"	"PARP2"	"H3.3 com"
"3283"	"PARP2"	"H3-3B"	"H3.3 com"
"3284"	"PARP2"	"ASF1A"	"H3.3 com"
"3285"	"PARP2"	"IPO4"	"H3.3 com"
"3286"	"HIRA"	"ASF1B"	"H3.3 com"
"3287"	"XRCC5"	"HIRA"	"H3.3 com"
"3288"	"TOP2A"	"HIRA"	"H3.3 com"
"3289"	"HIRA"	"DAXX"	"H3.3 com"
"3290"	"HIRA"	"CABIN1"	"H3.3 com"
"3291"	"HIRA"	"HAT1"	"H3.3 com"
"3292"	"RBBP4"	"HIRA"	"H3.3 com"
"3293"	"HIRA"	"H3-3B"	"H3.3 com"
"3294"	"HIRA"	"ASF1A"	"H3.3 com"
"3295"	"IPO4"	"HIRA"	"H3.3 com"
"3296"	"XRCC5"	"ASF1B"	"H3.3 com"
"3297"	"TOP2A"	"ASF1B"	"H3.3 com"
"3298"	"DAXX"	"ASF1B"	"H3.3 com"
"3299"	"CABIN1"	"ASF1B"	"H3.3 com"
"3300"	"HAT1"	"ASF1B"	"H3.3 com"
"3301"	"RBBP4"	"ASF1B"	"H3.3 com"
"3302"	"H3-3B"	"ASF1B"	"H3.3 com"
"3303"	"ASF1B"	"ASF1A"	"H3.3 com"
"3304"	"IPO4"	"ASF1B"	"H3.3 com"
"3305"	"XRCC5"	"TOP2A"	"H3.3 com"
"3306"	"XRCC5"	"DAXX"	"H3.3 com"
"3307"	"XRCC5"	"CABIN1"	"H3.3 com"
"3308"	"XRCC5"	"HAT1"	"H3.3 com"
"3309"	"XRCC5"	"RBBP4"	"H3.3 com"
"3310"	"XRCC5"	"H3-3B"	"H3.3 com"
"3311"	"XRCC5"	"ASF1A"	"H3.3 com"
"3312"	"XRCC5"	"IPO4"	"H3.3 com"
"3313"	"TOP2A"	"DAXX"	"H3.3 com"
"3314"	"TOP2A"	"CABIN1"	"H3.3 com"
"3315"	"TOP2A"	"HAT1"	"H3.3 com"
"3316"	"TOP2A"	"RBBP4"	"H3.3 com"
"3317"	"TOP2A"	"H3-3B"	"H3.3 com"
"3318"	"TOP2A"	"ASF1A"	"H3.3 com"
"3319"	"TOP2A"	"IPO4"	"H3.3 com"
"3320"	"DAXX"	"CABIN1"	"H3.3 com"
"3321"	"HAT1"	"DAXX"	"H3.3 com"
"3322"	"RBBP4"	"DAXX"	"H3.3 com"
"3323"	"H3-3B"	"DAXX"	"H3.3 com"
"3324"	"DAXX"	"ASF1A"	"H3.3 com"
"3325"	"IPO4"	"DAXX"	"H3.3 com"
"3326"	"HAT1"	"CABIN1"	"H3.3 com"
"3327"	"RBBP4"	"CABIN1"	"H3.3 com"
"3328"	"H3-3B"	"CABIN1"	"H3.3 com"
"3329"	"CABIN1"	"ASF1A"	"H3.3 com"
"3330"	"IPO4"	"CABIN1"	"H3.3 com"
"3331"	"RBBP4"	"HAT1"	"H3.3 com"
"3332"	"HAT1"	"H3-3B"	"H3.3 com"
"3333"	"HAT1"	"ASF1A"	"H3.3 com"
"3334"	"IPO4"	"HAT1"	"H3.3 com"
"3335"	"RBBP4"	"H3-3B"	"H3.3 com"
"3336"	"RBBP4"	"ASF1A"	"H3.3 com"
"3337"	"RBBP4"	"IPO4"	"H3.3 com"
"3338"	"H3-3B"	"ASF1A"	"H3.3 com"
"3339"	"IPO4"	"H3-3B"	"H3.3 com"
"3340"	"IPO4"	"ASF1A"	"H3.3 com"
"3341"	"RBBP7"	"KDM6A"	"ELL.com"
"3342"	"USP28"	"RBBP7"	"ELL.com"
"3343"	"RBBP7"	"GTF2IRD1"	"ELL.com"
"3344"	"RBBP7"	"EAF1"	"ELL.com"
"3345"	"RBBP7"	"EAF2"	"ELL.com"
"3346"	"WDR5"	"RBBP7"	"ELL.com"
"3347"	"RBBP7"	"KDM1A"	"ELL.com"
"3348"	"UTY"	"RBBP7"	"ELL.com"
"3349"	"RBBP7"	"CCNT2"	"ELL.com"
"3350"	"RBBP7"	"RB1"	"ELL.com"
"3351"	"RBBP7"	"ELL"	"ELL.com"
"3352"	"RBBP7"	"AFF4"	"ELL.com"
"3353"	"RBBP7"	"CCNT1"	"ELL.com"
"3354"	"RBBP7"	"CDK9"	"ELL.com"
"3356"	"RBBP7"	"AFF1"	"ELL.com"
"3359"	"USP28"	"KDM6A"	"ELL.com"
"3360"	"KDM6A"	"GTF2IRD1"	"ELL.com"
"3361"	"KDM6A"	"EAF1"	"ELL.com"
"3362"	"KDM6A"	"EAF2"	"ELL.com"
"3364"	"KDM6A"	"KDM1A"	"ELL.com"
"3365"	"UTY"	"KDM6A"	"ELL.com"
"3366"	"KDM6A"	"CCNT2"	"ELL.com"
"3367"	"RB1"	"KDM6A"	"ELL.com"
"3368"	"KDM6A"	"ELL"	"ELL.com"
"3369"	"KDM6A"	"AFF4"	"ELL.com"
"3370"	"KDM6A"	"CCNT1"	"ELL.com"
"3371"	"KDM6A"	"CDK9"	"ELL.com"
"3372"	"KDM6A"	"HDAC1"	"ELL.com"
"3373"	"KDM6A"	"AFF1"	"ELL.com"
"3374"	"RBBP4"	"KDM6A"	"ELL.com"
"3375"	"KDM6A"	"HDAC2"	"ELL.com"
"3376"	"USP28"	"GTF2IRD1"	"ELL.com"
"3377"	"USP28"	"EAF1"	"ELL.com"
"3378"	"USP28"	"EAF2"	"ELL.com"
"3379"	"WDR5"	"USP28"	"ELL.com"
"3380"	"USP28"	"KDM1A"	"ELL.com"
"3381"	"UTY"	"USP28"	"ELL.com"
"3382"	"USP28"	"CCNT2"	"ELL.com"
"3383"	"USP28"	"RB1"	"ELL.com"
"3384"	"USP28"	"ELL"	"ELL.com"
"3385"	"USP28"	"AFF4"	"ELL.com"
"3386"	"USP28"	"CCNT1"	"ELL.com"
"3387"	"USP28"	"CDK9"	"ELL.com"
"3388"	"USP28"	"HDAC1"	"ELL.com"
"3389"	"USP28"	"AFF1"	"ELL.com"
"3390"	"USP28"	"RBBP4"	"ELL.com"
"3391"	"USP28"	"HDAC2"	"ELL.com"
"3392"	"GTF2IRD1"	"EAF1"	"ELL.com"
"3393"	"GTF2IRD1"	"EAF2"	"ELL.com"
"3394"	"WDR5"	"GTF2IRD1"	"ELL.com"
"3395"	"KDM1A"	"GTF2IRD1"	"ELL.com"
"3396"	"UTY"	"GTF2IRD1"	"ELL.com"
"3397"	"GTF2IRD1"	"CCNT2"	"ELL.com"
"3398"	"RB1"	"GTF2IRD1"	"ELL.com"
"3399"	"GTF2IRD1"	"ELL"	"ELL.com"
"3400"	"GTF2IRD1"	"AFF4"	"ELL.com"
"3401"	"GTF2IRD1"	"CCNT1"	"ELL.com"
"3402"	"GTF2IRD1"	"CDK9"	"ELL.com"
